age,gender,job_role,years_of_experience,work_type,hours_worked_per_week,number_of_virtual_meetings,work_life_balance_rating,stress_level,productivity_change,social_isolation_rating,satisfaction_with_remote_work,company_support_for_remote_work,degree_of_remote_support,degree_of_social_isolation,degree_of_work-life_balance
49,Female,Software Engineer,6,Remote,40,8,1,Medium,No Change,4,Unsatisfied,5,High,High,Low
53,Female,Data Scientist,17,Remote,32,11,4,High,No Change,4,Unsatisfied,3,Medium,High,High
47,Non-binary,Data Scientist,22,Hybrid,30,13,2,Low,Decrease,2,Unsatisfied,4,High,Low,Low
41,Non-binary,Project Manager,6,Onsite,48,4,3,High,Decrease,4,Neutral,1,Low,High,Medium
22,Non-binary,Project Manager,3,Hybrid,23,8,4,High,Increase,5,Unsatisfied,4,High,High,High
24,Prefer not to say,Software Engineer,4,Onsite,42,5,1,High,Increase,3,Satisfied,1,Low,Medium,Low
38,Female,Software Engineer,21,Hybrid,26,1,3,High,Increase,4,Satisfied,5,High,High,Medium
27,Male,Software Engineer,15,Remote,60,6,1,Low,Decrease,4,Satisfied,3,Medium,High,Low
46,Female,Data Scientist,20,Remote,28,5,1,Low,No Change,5,Neutral,5,High,High,Low
57,Female,Software Engineer,9,Remote,60,14,5,Medium,Increase,2,Satisfied,4,High,Low,High
51,Non-binary,Data Scientist,7,Onsite,26,7,2,Low,Increase,4,Unsatisfied,4,High,High,Low
31,Female,Project Manager,2,Onsite,44,13,2,High,Decrease,2,Satisfied,1,Low,Low,Low
22,Prefer not to say,Data Scientist,34,Onsite,41,2,5,Low,Decrease,5,Unsatisfied,2,Low,High,High
28,Prefer not to say,Project Manager,11,Onsite,39,12,1,Low,No Change,2,Unsatisfied,5,High,Low,Low
36,Non-binary,Software Engineer,12,Remote,51,4,3,Low,Decrease,2,Satisfied,4,High,Low,Medium
48,Female,Project Manager,13,Hybrid,52,12,1,Low,Increase,4,Neutral,2,Low,High,Low
28,Female,Data Scientist,15,Remote,54,4,5,Low,Decrease,5,Neutral,5,High,High,High
43,Non-binary,Data Scientist,2,Onsite,41,2,1,Low,Decrease,4,Satisfied,5,High,High,Low
31,Non-binary,Data Scientist,4,Hybrid,27,1,2,Medium,No Change,4,Satisfied,3,Medium,High,Low
23,Female,Data Scientist,10,Onsite,60,14,5,High,Increase,4,Unsatisfied,5,High,High,High
23,Prefer not to say,Software Engineer,10,Hybrid,25,13,3,High,No Change,1,Satisfied,4,High,Low,Medium
31,Male,Data Scientist,4,Remote,44,6,1,High,Increase,1,Neutral,5,High,Low,Low
23,Female,Data Scientist,14,Hybrid,46,9,3,Medium,Decrease,2,Unsatisfied,4,High,Low,Medium
30,Male,Software Engineer,34,Hybrid,52,4,3,Medium,No Change,4,Neutral,1,Low,High,Medium
28,Male,Project Manager,26,Onsite,22,15,2,Medium,Decrease,5,Unsatisfied,3,Medium,High,Low
22,Non-binary,Project Manager,30,Remote,50,10,1,High,No Change,3,Satisfied,3,Medium,Medium,Low
23,Female,Software Engineer,5,Hybrid,47,9,2,High,Increase,2,Neutral,4,High,Low,Low
44,Prefer not to say,Project Manager,12,Remote,23,1,1,Medium,No Change,4,Satisfied,5,High,High,Low
31,Prefer not to say,Data Scientist,24,Hybrid,35,8,2,High,Decrease,4,Satisfied,5,High,High,Low
32,Male,Project Manager,18,Onsite,30,2,4,Low,Increase,5,Neutral,3,Medium,High,High
26,Female,Project Manager,11,Remote,32,15,5,Low,Decrease,4,Neutral,3,Medium,High,High
28,Non-binary,Data Scientist,33,Onsite,40,12,3,Medium,No Change,3,Unsatisfied,3,Medium,Medium,Medium
23,Non-binary,Software Engineer,10,Onsite,43,4,5,Medium,Decrease,4,Unsatisfied,5,High,High,High
30,Non-binary,Software Engineer,21,Remote,23,9,2,Low,Decrease,4,Unsatisfied,2,Low,High,Low
56,Prefer not to say,Project Manager,21,Hybrid,32,15,3,Medium,Increase,4,Satisfied,3,Medium,High,Medium
57,Prefer not to say,Project Manager,22,Remote,46,14,3,High,No Change,1,Satisfied,3,Medium,Low,Medium
53,Non-binary,Data Scientist,20,Onsite,55,6,5,High,Increase,3,Unsatisfied,1,Low,Medium,High
25,Female,Software Engineer,13,Hybrid,57,3,2,High,Increase,1,Satisfied,2,Low,Low,Low
32,Prefer not to say,Data Scientist,29,Onsite,33,10,1,Low,No Change,1,Satisfied,3,Medium,Low,Low
37,Non-binary,Project Manager,34,Hybrid,31,7,5,High,Decrease,3,Neutral,3,Medium,Medium,High
51,Non-binary,Data Scientist,15,Hybrid,46,3,4,Medium,No Change,4,Satisfied,5,High,High,High
24,Male,Project Manager,10,Onsite,23,10,2,High,Decrease,5,Neutral,4,High,High,Low
55,Prefer not to say,Data Scientist,26,Remote,31,6,3,Low,No Change,1,Satisfied,3,Medium,Low,Medium
22,Female,Software Engineer,9,Remote,39,4,3,Medium,Increase,2,Unsatisfied,1,Low,Low,Medium
48,Male,Software Engineer,21,Onsite,20,5,2,Medium,Decrease,4,Satisfied,1,Low,High,Low
57,Non-binary,Project Manager,17,Onsite,21,12,5,High,Decrease,2,Neutral,1,Low,Low,High
49,Non-binary,Data Scientist,13,Remote,22,2,2,Low,Decrease,4,Satisfied,4,High,High,Low
50,Female,Data Scientist,26,Onsite,40,15,1,Low,Increase,5,Satisfied,1,Low,High,Low
45,Female,Project Manager,15,Remote,58,13,4,Medium,Decrease,3,Satisfied,2,Low,Medium,High
53,Non-binary,Data Scientist,6,Onsite,40,0,4,Low,Decrease,3,Satisfied,2,Low,Medium,High
31,Non-binary,Project Manager,20,Remote,40,2,5,High,No Change,1,Satisfied,1,Low,Low,High
51,Prefer not to say,Project Manager,7,Remote,35,2,2,Medium,Increase,2,Unsatisfied,2,Low,Low,Low
31,Non-binary,Data Scientist,18,Onsite,31,4,2,High,No Change,4,Satisfied,4,High,High,Low
32,Prefer not to say,Data Scientist,15,Onsite,52,7,1,High,Increase,3,Neutral,5,High,Medium,Low
35,Male,Data Scientist,21,Hybrid,36,15,2,Low,No Change,3,Unsatisfied,4,High,Medium,Low
53,Non-binary,Project Manager,16,Remote,21,9,1,High,No Change,3,Unsatisfied,5,High,Medium,Low
31,Male,Project Manager,24,Remote,60,4,2,Low,No Change,1,Unsatisfied,4,High,Low,Low
57,Non-binary,Project Manager,16,Onsite,53,13,3,High,Decrease,2,Satisfied,4,High,Low,Medium
43,Male,Project Manager,32,Remote,40,15,4,Medium,Increase,1,Neutral,3,Medium,Low,High
49,Prefer not to say,Data Scientist,20,Remote,30,10,2,High,Increase,4,Unsatisfied,4,High,High,Low
42,Female,Software Engineer,24,Hybrid,21,0,4,Low,Decrease,5,Satisfied,5,High,High,High
39,Non-binary,Project Manager,11,Remote,43,1,4,Low,Decrease,4,Unsatisfied,4,High,High,High
53,Female,Data Scientist,29,Onsite,47,0,3,High,No Change,5,Unsatisfied,5,High,High,Medium
41,Male,Project Manager,32,Hybrid,27,0,2,Medium,No Change,2,Unsatisfied,5,High,Low,Low
33,Male,Software Engineer,35,Onsite,37,1,3,Medium,Increase,2,Unsatisfied,1,Low,Low,Medium
39,Non-binary,Project Manager,1,Remote,23,2,3,Low,No Change,2,Unsatisfied,1,Low,Low,Medium
52,Non-binary,Data Scientist,25,Hybrid,27,10,2,Low,Increase,2,Satisfied,3,Medium,Low,Low
54,Female,Software Engineer,20,Hybrid,27,8,2,Low,No Change,1,Neutral,5,High,Low,Low
31,Prefer not to say,Data Scientist,4,Hybrid,50,0,1,Low,Decrease,2,Unsatisfied,1,Low,Low,Low
52,Female,Data Scientist,24,Remote,57,14,3,Medium,Increase,4,Satisfied,4,High,High,Medium
35,Female,Data Scientist,13,Hybrid,41,9,1,Low,Increase,1,Satisfied,2,Low,Low,Low
37,Female,Project Manager,25,Hybrid,53,8,5,High,No Change,3,Neutral,1,Low,Medium,High
30,Female,Data Scientist,14,Onsite,33,9,3,High,Increase,3,Neutral,3,Medium,Medium,Medium
50,Prefer not to say,Data Scientist,16,Hybrid,59,7,5,Low,No Change,4,Neutral,3,Medium,High,High
39,Non-binary,Software Engineer,17,Onsite,44,0,1,Medium,Increase,4,Unsatisfied,3,Medium,High,Low
55,Prefer not to say,Project Manager,31,Remote,59,6,1,High,No Change,2,Satisfied,3,Medium,Low,Low
44,Male,Data Scientist,23,Onsite,29,7,1,Low,Increase,3,Satisfied,3,Medium,Medium,Low
23,Prefer not to say,Data Scientist,17,Hybrid,38,10,4,Low,No Change,2,Unsatisfied,4,High,Low,High
51,Female,Software Engineer,21,Hybrid,53,15,3,High,Decrease,3,Unsatisfied,2,Low,Medium,Medium
32,Male,Software Engineer,22,Onsite,33,7,5,Medium,Decrease,1,Unsatisfied,3,Medium,Low,High
50,Prefer not to say,Software Engineer,30,Onsite,43,0,3,High,No Change,3,Neutral,1,Low,Medium,Medium
55,Male,Data Scientist,29,Hybrid,41,15,5,Low,Decrease,2,Neutral,3,Medium,Low,High
33,Male,Software Engineer,9,Onsite,23,12,2,High,No Change,1,Unsatisfied,2,Low,Low,Low
50,Female,Project Manager,2,Onsite,53,3,4,High,Increase,5,Unsatisfied,4,High,High,High
34,Non-binary,Data Scientist,13,Hybrid,31,9,4,Medium,No Change,3,Unsatisfied,5,High,Medium,High
55,Male,Project Manager,14,Onsite,41,14,1,High,No Change,5,Satisfied,1,Low,High,Low
32,Prefer not to say,Project Manager,7,Remote,38,6,4,Medium,Decrease,1,Satisfied,1,Low,Low,High
29,Male,Project Manager,28,Hybrid,49,2,2,High,Increase,4,Neutral,2,Low,High,Low
35,Prefer not to say,Project Manager,7,Remote,57,7,2,High,Increase,5,Neutral,5,High,High,Low
50,Female,Project Manager,12,Remote,57,4,1,High,Decrease,2,Unsatisfied,3,Medium,Low,Low
45,Male,Data Scientist,6,Hybrid,54,6,1,High,No Change,3,Neutral,1,Low,Medium,Low
37,Female,Software Engineer,12,Remote,23,15,3,High,Increase,5,Satisfied,3,Medium,High,Medium
40,Male,Project Manager,30,Remote,44,9,5,Medium,Decrease,2,Neutral,2,Low,Low,High
25,Male,Project Manager,12,Remote,20,10,3,Medium,No Change,1,Unsatisfied,2,Low,Low,Medium
41,Female,Software Engineer,5,Onsite,31,13,4,High,Decrease,5,Unsatisfied,2,Low,High,High
34,Non-binary,Project Manager,3,Onsite,57,5,2,High,Decrease,1,Satisfied,1,Low,Low,Low
50,Male,Software Engineer,1,Remote,45,3,2,Low,Decrease,5,Neutral,4,High,High,Low
47,Non-binary,Data Scientist,2,Onsite,25,0,3,High,No Change,3,Neutral,2,Low,Medium,Medium
35,Male,Software Engineer,26,Onsite,23,12,5,High,Decrease,1,Unsatisfied,1,Low,Low,High
32,Female,Project Manager,18,Remote,25,8,4,Medium,Decrease,3,Unsatisfied,3,Medium,Medium,High
30,Female,Data Scientist,11,Hybrid,54,0,4,Low,Decrease,3,Satisfied,1,Low,Medium,High
33,Non-binary,Project Manager,12,Onsite,35,5,2,Low,Decrease,3,Satisfied,2,Low,Medium,Low
28,Prefer not to say,Project Manager,20,Remote,56,9,2,Low,Increase,1,Unsatisfied,5,High,Low,Low
36,Prefer not to say,Software Engineer,9,Remote,58,9,1,Medium,Increase,2,Satisfied,4,High,Low,Low
54,Prefer not to say,Project Manager,6,Remote,57,3,5,High,No Change,5,Neutral,5,High,High,High
44,Male,Data Scientist,29,Onsite,40,5,5,Medium,Decrease,3,Neutral,3,Medium,Medium,High
53,Female,Software Engineer,24,Onsite,35,10,5,Low,Decrease,4,Unsatisfied,2,Low,High,High
56,Male,Software Engineer,3,Remote,27,9,5,High,Increase,4,Satisfied,4,High,High,High
42,Non-binary,Project Manager,2,Remote,47,1,3,Medium,No Change,2,Satisfied,1,Low,Low,Medium
46,Male,Software Engineer,30,Remote,52,4,3,Medium,No Change,4,Satisfied,4,High,High,Medium
40,Non-binary,Data Scientist,27,Hybrid,47,11,1,High,No Change,5,Neutral,5,High,High,Low
52,Prefer not to say,Data Scientist,3,Remote,41,12,5,Low,Increase,1,Unsatisfied,4,High,Low,High
43,Female,Data Scientist,11,Remote,52,5,2,Medium,Decrease,2,Unsatisfied,5,High,Low,Low
37,Male,Software Engineer,3,Onsite,48,0,2,High,Increase,5,Satisfied,5,High,High,Low
40,Non-binary,Software Engineer,14,Hybrid,53,4,3,Low,No Change,5,Neutral,3,Medium,High,Medium
38,Female,Software Engineer,22,Remote,49,9,5,High,Increase,5,Unsatisfied,3,Medium,High,High
46,Male,Data Scientist,13,Remote,47,10,1,High,Increase,2,Satisfied,3,Medium,Low,Low
37,Prefer not to say,Software Engineer,12,Remote,47,7,3,Medium,No Change,4,Satisfied,2,Low,High,Medium
27,Non-binary,Project Manager,28,Onsite,42,8,3,Low,No Change,1,Neutral,2,Low,Low,Medium
46,Female,Project Manager,9,Hybrid,22,13,2,High,No Change,1,Satisfied,4,High,Low,Low
41,Prefer not to say,Project Manager,30,Onsite,59,4,4,Medium,Increase,4,Satisfied,3,Medium,High,High
55,Male,Software Engineer,27,Hybrid,52,6,4,Medium,Decrease,2,Satisfied,1,Low,Low,High
43,Female,Data Scientist,14,Hybrid,45,8,5,High,Increase,1,Neutral,5,High,Low,High
34,Female,Data Scientist,8,Onsite,27,15,4,Medium,Decrease,1,Unsatisfied,5,High,Low,High
52,Male,Data Scientist,26,Remote,54,3,4,Low,Increase,2,Unsatisfied,1,Low,Low,High
57,Female,Project Manager,24,Hybrid,30,9,3,High,No Change,4,Neutral,1,Low,High,Medium
44,Male,Data Scientist,12,Hybrid,47,6,4,High,Increase,2,Unsatisfied,3,Medium,Low,High
25,Male,Data Scientist,2,Hybrid,38,14,4,Low,Increase,1,Unsatisfied,2,Low,Low,High
25,Prefer not to say,Project Manager,10,Onsite,39,12,3,High,No Change,2,Neutral,3,Medium,Low,Medium
42,Male,Software Engineer,33,Remote,46,12,5,High,No Change,4,Unsatisfied,3,Medium,High,High
23,Prefer not to say,Software Engineer,9,Onsite,36,0,2,High,No Change,3,Satisfied,1,Low,Medium,Low
38,Non-binary,Project Manager,13,Hybrid,35,7,1,Low,No Change,4,Neutral,1,Low,High,Low
25,Male,Data Scientist,29,Hybrid,58,15,5,Medium,Increase,5,Satisfied,3,Medium,High,High
60,Female,Software Engineer,24,Hybrid,49,9,2,Medium,No Change,4,Neutral,3,Medium,High,Low
39,Non-binary,Software Engineer,35,Onsite,34,1,5,High,No Change,2,Unsatisfied,1,Low,Low,High
37,Male,Software Engineer,9,Remote,45,11,2,High,Decrease,4,Neutral,3,Medium,High,Low
41,Non-binary,Data Scientist,31,Remote,30,1,2,Medium,No Change,1,Neutral,2,Low,Low,Low
51,Female,Software Engineer,10,Hybrid,59,4,3,Low,Increase,2,Unsatisfied,4,High,Low,Medium
49,Female,Software Engineer,20,Onsite,39,10,3,Low,Decrease,4,Unsatisfied,1,Low,High,Medium
22,Non-binary,Data Scientist,33,Hybrid,27,5,1,Medium,Decrease,3,Unsatisfied,1,Low,Medium,Low
48,Prefer not to say,Software Engineer,3,Remote,46,9,4,High,Decrease,3,Satisfied,4,High,Medium,High
23,Prefer not to say,Data Scientist,29,Remote,50,12,3,High,No Change,2,Satisfied,4,High,Low,Medium
58,Female,Data Scientist,8,Onsite,40,1,3,High,Increase,3,Unsatisfied,1,Low,Medium,Medium
25,Female,Software Engineer,14,Remote,35,7,2,Low,No Change,4,Unsatisfied,2,Low,High,Low
33,Prefer not to say,Data Scientist,26,Remote,28,14,2,Medium,Increase,4,Neutral,2,Low,High,Low
41,Non-binary,Data Scientist,31,Hybrid,51,0,5,Medium,Increase,5,Satisfied,4,High,High,High
33,Female,Project Manager,30,Hybrid,53,14,2,Medium,No Change,4,Unsatisfied,4,High,High,Low
43,Non-binary,Software Engineer,33,Remote,25,2,1,Low,No Change,2,Neutral,5,High,Low,Low
30,Female,Software Engineer,28,Hybrid,35,3,5,Medium,Decrease,1,Satisfied,4,High,Low,High
52,Female,Project Manager,14,Hybrid,21,6,5,Medium,No Change,4,Satisfied,4,High,High,High
38,Prefer not to say,Project Manager,7,Remote,58,4,2,High,Decrease,3,Satisfied,3,Medium,Medium,Low
30,Non-binary,Software Engineer,33,Onsite,39,2,3,Medium,No Change,5,Neutral,3,Medium,High,Medium
42,Female,Software Engineer,18,Remote,47,3,1,Medium,Increase,2,Satisfied,5,High,Low,Low
40,Male,Project Manager,9,Hybrid,56,9,3,Medium,Increase,2,Neutral,1,Low,Low,Medium
39,Non-binary,Data Scientist,22,Hybrid,33,11,5,Low,Decrease,3,Neutral,4,High,Medium,High
41,Female,Data Scientist,1,Onsite,23,1,2,Low,Increase,1,Unsatisfied,1,Low,Low,Low
47,Male,Data Scientist,28,Onsite,54,7,3,High,No Change,5,Satisfied,4,High,High,Medium
45,Female,Data Scientist,33,Hybrid,31,3,2,High,No Change,1,Satisfied,4,High,Low,Low
42,Non-binary,Software Engineer,8,Remote,35,4,5,High,Increase,4,Neutral,5,High,High,High
42,Male,Software Engineer,34,Remote,49,14,2,High,Increase,3,Satisfied,5,High,Medium,Low
44,Non-binary,Software Engineer,4,Hybrid,35,7,5,Medium,No Change,2,Neutral,3,Medium,Low,High
26,Prefer not to say,Data Scientist,6,Hybrid,38,10,3,Low,Increase,2,Neutral,1,Low,Low,Medium
57,Male,Software Engineer,17,Hybrid,20,14,1,Low,Increase,1,Satisfied,3,Medium,Low,Low
41,Prefer not to say,Project Manager,9,Onsite,50,8,2,High,No Change,5,Neutral,5,High,High,Low
49,Prefer not to say,Data Scientist,12,Onsite,30,6,2,Medium,Increase,2,Satisfied,4,High,Low,Low
27,Non-binary,Software Engineer,23,Hybrid,50,11,5,Medium,No Change,4,Unsatisfied,5,High,High,High
24,Female,Project Manager,33,Remote,24,6,2,Medium,Decrease,5,Satisfied,4,High,High,Low
48,Non-binary,Project Manager,14,Hybrid,33,1,5,High,No Change,3,Neutral,3,Medium,Medium,High
59,Female,Software Engineer,20,Hybrid,23,5,3,Medium,Increase,5,Satisfied,5,High,High,Medium
31,Non-binary,Data Scientist,12,Hybrid,51,7,3,High,Increase,1,Satisfied,5,High,Low,Medium
33,Male,Software Engineer,10,Onsite,36,3,3,Medium,No Change,1,Neutral,5,High,Low,Medium
53,Female,Software Engineer,19,Hybrid,49,14,4,High,Increase,5,Unsatisfied,1,Low,High,High
51,Female,Data Scientist,14,Remote,53,3,3,Medium,No Change,3,Satisfied,1,Low,Medium,Medium
45,Non-binary,Project Manager,7,Onsite,49,3,3,Medium,No Change,4,Unsatisfied,2,Low,High,Medium
39,Non-binary,Software Engineer,11,Hybrid,37,4,4,Low,Decrease,3,Satisfied,1,Low,Medium,High
29,Male,Software Engineer,29,Remote,53,6,4,High,Increase,4,Satisfied,5,High,High,High
58,Male,Data Scientist,8,Onsite,43,2,1,High,No Change,3,Neutral,4,High,Medium,Low
49,Female,Software Engineer,33,Remote,53,8,4,Low,No Change,2,Neutral,3,Medium,Low,High
22,Female,Project Manager,35,Remote,50,0,5,Medium,Increase,2,Neutral,3,Medium,Low,High
43,Non-binary,Software Engineer,33,Hybrid,51,8,1,Medium,No Change,5,Unsatisfied,5,High,High,Low
48,Male,Software Engineer,17,Remote,44,12,3,Low,Decrease,5,Satisfied,1,Low,High,Medium
25,Female,Project Manager,35,Hybrid,47,0,5,High,Increase,5,Unsatisfied,1,Low,High,High
40,Female,Data Scientist,10,Remote,43,12,3,High,Increase,3,Unsatisfied,2,Low,Medium,Medium
28,Non-binary,Project Manager,2,Remote,50,0,3,Low,No Change,1,Neutral,1,Low,Low,Medium
57,Prefer not to say,Data Scientist,7,Remote,54,0,2,High,Decrease,3,Unsatisfied,3,Medium,Medium,Low
58,Male,Data Scientist,9,Remote,24,11,4,High,No Change,5,Unsatisfied,3,Medium,High,High
24,Non-binary,Software Engineer,25,Hybrid,41,8,2,High,No Change,2,Neutral,1,Low,Low,Low
45,Female,Project Manager,32,Remote,54,3,5,Low,No Change,5,Unsatisfied,3,Medium,High,High
60,Female,Project Manager,25,Remote,34,1,1,High,Increase,3,Satisfied,3,Medium,Medium,Low
51,Non-binary,Data Scientist,10,Hybrid,24,5,3,Low,Increase,3,Neutral,5,High,Medium,Medium
26,Prefer not to say,Data Scientist,15,Remote,54,4,1,Low,No Change,1,Neutral,3,Medium,Low,Low
53,Male,Project Manager,31,Onsite,51,7,1,Medium,Increase,2,Satisfied,4,High,Low,Low
35,Non-binary,Software Engineer,18,Remote,33,6,2,Low,Decrease,3,Satisfied,5,High,Medium,Low
49,Female,Data Scientist,29,Hybrid,55,9,4,Low,Decrease,1,Satisfied,3,Medium,Low,High
44,Non-binary,Software Engineer,6,Hybrid,40,3,3,Low,No Change,1,Neutral,2,Low,Low,Medium
36,Male,Software Engineer,34,Remote,48,10,4,Low,No Change,2,Neutral,1,Low,Low,High
38,Non-binary,Data Scientist,4,Remote,34,12,5,High,Increase,1,Neutral,3,Medium,Low,High
58,Non-binary,Software Engineer,3,Hybrid,48,3,2,Medium,Increase,4,Unsatisfied,2,Low,High,Low
39,Female,Project Manager,25,Remote,30,4,4,Medium,Decrease,3,Satisfied,5,High,Medium,High
47,Prefer not to say,Project Manager,34,Remote,21,7,1,High,Decrease,1,Neutral,3,Medium,Low,Low
60,Non-binary,Software Engineer,14,Hybrid,24,8,4,Medium,No Change,1,Neutral,1,Low,Low,High
59,Male,Software Engineer,27,Remote,27,14,5,High,Decrease,2,Unsatisfied,5,High,Low,High
34,Female,Data Scientist,8,Onsite,51,2,5,Low,Increase,5,Satisfied,1,Low,High,High
33,Prefer not to say,Software Engineer,11,Remote,56,7,1,High,No Change,2,Satisfied,1,Low,Low,Low
32,Female,Software Engineer,30,Remote,44,2,3,Medium,Increase,1,Neutral,3,Medium,Low,Medium
36,Female,Project Manager,26,Hybrid,22,1,2,Medium,No Change,1,Satisfied,2,Low,Low,Low
47,Prefer not to say,Project Manager,28,Remote,38,6,2,Medium,Increase,2,Unsatisfied,3,Medium,Low,Low
23,Prefer not to say,Project Manager,22,Onsite,29,10,4,Low,Decrease,4,Satisfied,1,Low,High,High
28,Prefer not to say,Project Manager,19,Onsite,40,8,1,High,Increase,5,Unsatisfied,3,Medium,High,Low
48,Male,Project Manager,24,Hybrid,29,1,4,Low,Increase,2,Satisfied,1,Low,Low,High
40,Prefer not to say,Project Manager,34,Hybrid,23,11,2,Medium,No Change,1,Satisfied,1,Low,Low,Low
50,Prefer not to say,Project Manager,4,Remote,41,12,5,Medium,Increase,3,Satisfied,3,Medium,Medium,High
47,Non-binary,Data Scientist,8,Hybrid,44,10,5,Medium,Increase,2,Neutral,1,Low,Low,High
45,Non-binary,Project Manager,18,Onsite,22,7,5,Low,Decrease,5,Unsatisfied,4,High,High,High
45,Prefer not to say,Software Engineer,4,Remote,59,5,2,Medium,Increase,3,Unsatisfied,4,High,Medium,Low
35,Non-binary,Software Engineer,27,Remote,47,8,2,Low,Increase,3,Unsatisfied,2,Low,Medium,Low
40,Female,Data Scientist,8,Remote,53,13,5,Low,No Change,3,Satisfied,2,Low,Medium,High
45,Non-binary,Software Engineer,28,Onsite,60,9,3,Medium,Decrease,2,Neutral,3,Medium,Low,Medium
53,Female,Project Manager,5,Remote,34,2,2,High,No Change,5,Satisfied,2,Low,High,Low
60,Non-binary,Data Scientist,20,Remote,34,13,1,Low,Decrease,3,Unsatisfied,3,Medium,Medium,Low
55,Prefer not to say,Data Scientist,13,Onsite,52,5,3,High,No Change,1,Neutral,5,High,Low,Medium
23,Prefer not to say,Project Manager,34,Remote,50,3,5,Low,No Change,3,Neutral,1,Low,Medium,High
34,Non-binary,Project Manager,27,Hybrid,39,10,1,Medium,Decrease,1,Neutral,4,High,Low,Low
23,Male,Data Scientist,23,Hybrid,50,11,4,Low,Decrease,3,Satisfied,2,Low,Medium,High
45,Male,Data Scientist,26,Hybrid,46,4,1,High,Increase,1,Unsatisfied,5,High,Low,Low
35,Prefer not to say,Software Engineer,4,Remote,36,3,3,Medium,Increase,2,Satisfied,3,Medium,Low,Medium
34,Prefer not to say,Software Engineer,32,Remote,49,0,5,High,Decrease,2,Unsatisfied,2,Low,Low,High
31,Female,Software Engineer,18,Onsite,24,1,1,High,Increase,3,Unsatisfied,1,Low,Medium,Low
41,Prefer not to say,Project Manager,29,Onsite,56,13,3,Medium,Increase,1,Satisfied,4,High,Low,Medium
57,Female,Data Scientist,30,Hybrid,36,3,3,High,No Change,1,Unsatisfied,1,Low,Low,Medium
27,Non-binary,Data Scientist,9,Hybrid,57,14,4,High,Decrease,1,Neutral,3,Medium,Low,High
39,Non-binary,Data Scientist,26,Remote,37,11,4,Medium,Decrease,2,Satisfied,1,Low,Low,High
57,Female,Software Engineer,4,Remote,45,1,5,High,Decrease,3,Neutral,4,High,Medium,High
53,Female,Data Scientist,29,Remote,59,5,3,High,Decrease,1,Unsatisfied,4,High,Low,Medium
39,Male,Data Scientist,12,Onsite,36,13,4,Medium,Increase,5,Satisfied,5,High,High,High
39,Male,Project Manager,29,Onsite,21,8,4,High,Decrease,4,Satisfied,4,High,High,High
42,Non-binary,Data Scientist,15,Remote,33,12,4,Low,Increase,3,Satisfied,3,Medium,Medium,High
